"node","eqn"
"GAL1","((((((((1 * fAct(GAL11, 0.590454394882545, 1.68128411434591) * 1 * fAct(GAL4, 0.440944476425648, 1.30342036899645)) * 1 * fAct(REB1, 0.534217908652499, 1.37796147946734)) * 1 * fAct(SNF2, 0.448449987033382, 1.229338826444)) * 1 * fAct(SNF6, 0.4088859771844, 1.25175294217421)) * 1 * fAct(SRB7, 0.465727808047086, 1.54816428554011)) + ((((1 - 1 * fAct(CAF4, 0.573817151784897, 1.19806135288905)) + (1 - 1 * fAct(MIG1, 0.485056005557999, 1.19249640348367)) - (1 - 1 * fAct(CAF4, 0.573817151784897, 1.19806135288905)) * (1 - 1 * fAct(MIG1, 0.485056005557999, 1.19249640348367))) + (1 - 1 * fAct(TUP1, 0.571728154970333, 1.11766304984223)) - ((1 - 1 * fAct(CAF4, 0.573817151784897, 1.19806135288905)) + (1 - 1 * fAct(MIG1, 0.485056005557999, 1.19249640348367)) - (1 - 1 * fAct(CAF4, 0.573817151784897, 1.19806135288905)) * (1 - 1 * fAct(MIG1, 0.485056005557999, 1.19249640348367))) * (1 - 1 * fAct(TUP1, 0.571728154970333, 1.11766304984223))) + (1 - 1 * fAct(HDA1_TUP1, 0.467063531000167, 1.55038183872355)) - (((1 - 1 * fAct(CAF4, 0.573817151784897, 1.19806135288905)) + (1 - 1 * fAct(MIG1, 0.485056005557999, 1.19249640348367)) - (1 - 1 * fAct(CAF4, 0.573817151784897, 1.19806135288905)) * (1 - 1 * fAct(MIG1, 0.485056005557999, 1.19249640348367))) + (1 - 1 * fAct(TUP1, 0.571728154970333, 1.11766304984223)) - ((1 - 1 * fAct(CAF4, 0.573817151784897, 1.19806135288905)) + (1 - 1 * fAct(MIG1, 0.485056005557999, 1.19249640348367)) - (1 - 1 * fAct(CAF4, 0.573817151784897, 1.19806135288905)) * (1 - 1 * fAct(MIG1, 0.485056005557999, 1.19249640348367))) * (1 - 1 * fAct(TUP1, 0.571728154970333, 1.11766304984223))) * (1 - 1 * fAct(HDA1_TUP1, 0.467063531000167, 1.55038183872355))) - (((((1 * fAct(GAL11, 0.590454394882545, 1.68128411434591) * 1 * fAct(GAL4, 0.440944476425648, 1.30342036899645)) * 1 * fAct(REB1, 0.534217908652499, 1.37796147946734)) * 1 * fAct(SNF2, 0.448449987033382, 1.229338826444)) * 1 * fAct(SNF6, 0.4088859771844, 1.25175294217421)) * 1 * fAct(SRB7, 0.465727808047086, 1.54816428554011)) * ((((1 - 1 * fAct(CAF4, 0.573817151784897, 1.19806135288905)) + (1 - 1 * fAct(MIG1, 0.485056005557999, 1.19249640348367)) - (1 - 1 * fAct(CAF4, 0.573817151784897, 1.19806135288905)) * (1 - 1 * fAct(MIG1, 0.485056005557999, 1.19249640348367))) + (1 - 1 * fAct(TUP1, 0.571728154970333, 1.11766304984223)) - ((1 - 1 * fAct(CAF4, 0.573817151784897, 1.19806135288905)) + (1 - 1 * fAct(MIG1, 0.485056005557999, 1.19249640348367)) - (1 - 1 * fAct(CAF4, 0.573817151784897, 1.19806135288905)) * (1 - 1 * fAct(MIG1, 0.485056005557999, 1.19249640348367))) * (1 - 1 * fAct(TUP1, 0.571728154970333, 1.11766304984223))) + (1 - 1 * fAct(HDA1_TUP1, 0.467063531000167, 1.55038183872355)) - (((1 - 1 * fAct(CAF4, 0.573817151784897, 1.19806135288905)) + (1 - 1 * fAct(MIG1, 0.485056005557999, 1.19249640348367)) - (1 - 1 * fAct(CAF4, 0.573817151784897, 1.19806135288905)) * (1 - 1 * fAct(MIG1, 0.485056005557999, 1.19249640348367))) + (1 - 1 * fAct(TUP1, 0.571728154970333, 1.11766304984223)) - ((1 - 1 * fAct(CAF4, 0.573817151784897, 1.19806135288905)) + (1 - 1 * fAct(MIG1, 0.485056005557999, 1.19249640348367)) - (1 - 1 * fAct(CAF4, 0.573817151784897, 1.19806135288905)) * (1 - 1 * fAct(MIG1, 0.485056005557999, 1.19249640348367))) * (1 - 1 * fAct(TUP1, 0.571728154970333, 1.11766304984223))) * (1 - 1 * fAct(HDA1_TUP1, 0.467063531000167, 1.55038183872355))))) * 1 - 1 * GAL1) / 1"
"CAT5","((1 * fAct(CAT8, 0.450530563341454, 1.2451956461696)) * 1 - 1 * CAT5) / 1"
"IDP2","(((1 - 1 * fAct(CAT8, 0.554065867559984, 1.54017866404029))) * 1 - 1 * IDP2) / 1"
"JEN1","((((1 - 1 * fAct(MIG1, 0.497918899869546, 1.33829175090184)) + ((1 - 1 * fAct(CAT8, 0.436763271968812, 1.13421823505079)) + (1 - 1 * fAct(MIG2, 0.403331508068368, 1.17075100277085)) - (1 - 1 * fAct(CAT8, 0.436763271968812, 1.13421823505079)) * (1 - 1 * fAct(MIG2, 0.403331508068368, 1.17075100277085))) - (1 - 1 * fAct(MIG1, 0.497918899869546, 1.33829175090184)) * ((1 - 1 * fAct(CAT8, 0.436763271968812, 1.13421823505079)) + (1 - 1 * fAct(MIG2, 0.403331508068368, 1.17075100277085)) - (1 - 1 * fAct(CAT8, 0.436763271968812, 1.13421823505079)) * (1 - 1 * fAct(MIG2, 0.403331508068368, 1.17075100277085))))) * 1 - 1 * JEN1) / 1"
"MDH2","(((1 * fAct(CAT8, 0.482676529558375, 1.02675783003215) * 1 * fAct(SIP4, 0.432960043149069, 1.07873266616371))) * 1 - 1 * MDH2) / 1"
"CYT1","(((1 * fAct(HAP2_3_4_5, 0.502572166919708, 1.67694233765593) * (1 * fAct(CBF1, 0.40859576612711, 1.19827150117839) * 1 * fAct(HAP1, 0.514645977318287, 1.541683422036)))) * 1 - 1 * CYT1) / 1"
"GAL2","(((1 * fAct(GAL4, 0.509269184526056, 1.35766848294297) * (1 * fAct(CBF1, 0.579380157403648, 1.22332543997327) * 1 * fAct(GAL11, 0.426565143465996, 1.53552790845977)))) * 1 - 1 * GAL2) / 1"
"MET14","(((1 * fAct(CBF1, 0.411959555093199, 1.06302652414655) * (1 * fAct(MET4, 0.467256118590012, 1.52173048725119) * 1 * fAct(PHO4, 0.453086142148823, 1.48628864418482)))) * 1 - 1 * MET14) / 1"
"MET16","(((1 * fAct(GCN4, 0.516884198598564, 1.46644998439122) * (1 * fAct(CBF1, 0.455234502116218, 1.07841011352837) * 1 * fAct(MET4, 0.50092158196494, 1.21833631481277)))) * 1 - 1 * MET16) / 1"
"MET17","((((1 * fAct(GCN4, 0.560850476007909, 1.02270908789011) * 1 * fAct(MET4, 0.451069263322279, 1.56709562248318)) * (1 - 1 * fAct(CBF1, 0.548764946963638, 1.29396844408009)))) * 1 - 1 * MET17) / 1"
"MET28","((((1 - 1 * fAct(CBF1, 0.543743742257357, 1.17777501832927)) + (1 - 1 * fAct(MET4, 0.425927044730634, 1.33869857976679)) - (1 - 1 * fAct(CBF1, 0.543743742257357, 1.17777501832927)) * (1 - 1 * fAct(MET4, 0.425927044730634, 1.33869857976679)))) * 1 - 1 * MET28) / 1"
"MET8","((1 * fAct(CBF1, 0.55810112785548, 1.10446943271207)) * 1 - 1 * MET8) / 1"
"SAM2","((1 * fAct(CBF1, 0.583818885497749, 1.26123081128811)) * 1 - 1 * SAM2) / 1"
"TRP1","((1 * fAct(CBF1, 0.560148512898013, 1.53170050345594)) * 1 - 1 * TRP1) / 1"
"CYC1","(((((1 - 1 * fAct(MIG1, 0.532005410734564, 1.69160603628261)) + (1 * fAct(HAP1, 0.565077159786597, 1.04302378463792) * 1 * fAct(HAP2_3_4_5, 0.418332459451631, 1.43294373426354)) - (1 - 1 * fAct(MIG1, 0.532005410734564, 1.69160603628261)) * (1 * fAct(HAP1, 0.565077159786597, 1.04302378463792) * 1 * fAct(HAP2_3_4_5, 0.418332459451631, 1.43294373426354))) + (((1 - 1 * fAct(CDC39, 0.463824716024101, 1.38684632063378)) + (1 - 1 * fAct(CDC50, 0.544694598345086, 1.35619149159407)) - (1 - 1 * fAct(CDC39, 0.463824716024101, 1.38684632063378)) * (1 - 1 * fAct(CDC50, 0.544694598345086, 1.35619149159407))) + (1 - 1 * fAct(SSN6_TUP1, 0.471414202824235, 1.19710200364236)) - ((1 - 1 * fAct(CDC39, 0.463824716024101, 1.38684632063378)) + (1 - 1 * fAct(CDC50, 0.544694598345086, 1.35619149159407)) - (1 - 1 * fAct(CDC39, 0.463824716024101, 1.38684632063378)) * (1 - 1 * fAct(CDC50, 0.544694598345086, 1.35619149159407))) * (1 - 1 * fAct(SSN6_TUP1, 0.471414202824235, 1.19710200364236))) - ((1 - 1 * fAct(MIG1, 0.532005410734564, 1.69160603628261)) + (1 * fAct(HAP1, 0.565077159786597, 1.04302378463792) * 1 * fAct(HAP2_3_4_5, 0.418332459451631, 1.43294373426354)) - (1 - 1 * fAct(MIG1, 0.532005410734564, 1.69160603628261)) * (1 * fAct(HAP1, 0.565077159786597, 1.04302378463792) * 1 * fAct(HAP2_3_4_5, 0.418332459451631, 1.43294373426354))) * (((1 - 1 * fAct(CDC39, 0.463824716024101, 1.38684632063378)) + (1 - 1 * fAct(CDC50, 0.544694598345086, 1.35619149159407)) - (1 - 1 * fAct(CDC39, 0.463824716024101, 1.38684632063378)) * (1 - 1 * fAct(CDC50, 0.544694598345086, 1.35619149159407))) + (1 - 1 * fAct(SSN6_TUP1, 0.471414202824235, 1.19710200364236)) - ((1 - 1 * fAct(CDC39, 0.463824716024101, 1.38684632063378)) + (1 - 1 * fAct(CDC50, 0.544694598345086, 1.35619149159407)) - (1 - 1 * fAct(CDC39, 0.463824716024101, 1.38684632063378)) * (1 - 1 * fAct(CDC50, 0.544694598345086, 1.35619149159407))) * (1 - 1 * fAct(SSN6_TUP1, 0.471414202824235, 1.19710200364236))))) * 1 - 1 * CYC1) / 1"
"CHA1","((1 * fAct(CHA4, 0.514062664238736, 1.51730035229586)) * 1 - 1 * CHA1) / 1"
"ENA1","(((((1 - 1 * fAct(TUP1, 0.588675281545147, 1.41169336067047)) + (((1 * fAct(CIN5, 0.590043490799144, 1.57253326535691) * 1 * fAct(CRZ1, 0.470270859962329, 1.17018199166516)) * 1 * fAct(HAL9, 0.493992980290204, 1.67127673744923)) * 1 * fAct(YAP6, 0.402058752067387, 1.68613609602209)) - (1 - 1 * fAct(TUP1, 0.588675281545147, 1.41169336067047)) * (((1 * fAct(CIN5, 0.590043490799144, 1.57253326535691) * 1 * fAct(CRZ1, 0.470270859962329, 1.17018199166516)) * 1 * fAct(HAL9, 0.493992980290204, 1.67127673744923)) * 1 * fAct(YAP6, 0.402058752067387, 1.68613609602209))) + (1 - 1 * fAct(HDA1_TUP1, 0.592793615628034, 1.40823434987338)) - ((1 - 1 * fAct(TUP1, 0.588675281545147, 1.41169336067047)) + (((1 * fAct(CIN5, 0.590043490799144, 1.57253326535691) * 1 * fAct(CRZ1, 0.470270859962329, 1.17018199166516)) * 1 * fAct(HAL9, 0.493992980290204, 1.67127673744923)) * 1 * fAct(YAP6, 0.402058752067387, 1.68613609602209)) - (1 - 1 * fAct(TUP1, 0.588675281545147, 1.41169336067047)) * (((1 * fAct(CIN5, 0.590043490799144, 1.57253326535691) * 1 * fAct(CRZ1, 0.470270859962329, 1.17018199166516)) * 1 * fAct(HAL9, 0.493992980290204, 1.67127673744923)) * 1 * fAct(YAP6, 0.402058752067387, 1.68613609602209))) * (1 - 1 * fAct(HDA1_TUP1, 0.592793615628034, 1.40823434987338)))) * 1 - 1 * ENA1) / 1"
"GSC2","((1 * fAct(CRZ1, 0.435864770924673, 1.06008776413742)) * 1 - 1 * GSC2) / 1"
"PMC1","((1 * fAct(CRZ1, 0.54708948303014, 1.60590337222675)) * 1 - 1 * PMC1) / 1"
"CUP1A","(((1 * fAct(HSF1, 0.450797926494852, 1.07624488475267) * 1 * fAct(CUP2, 0.505500154010951, 1.50604839565232))) * 1 - 1 * CUP1A) / 1"
"CUP1B","(((1 * fAct(HSF1, 0.450117687042803, 1.14200170364697) * 1 * fAct(CUP2, 0.48453855314292, 1.56154412922449))) * 1 - 1 * CUP1B) / 1"
"RS5","((1 * fAct(CUP2, 0.527598333358765, 1.65799758489011)) * 1 - 1 * RS5) / 1"
"SOD1","(((1 * fAct(YAP1, 0.462205930892378, 1.58289639257593) * ((1 * fAct(CUP2, 0.548095258511603, 1.09930178624345) * 1 * fAct(HAP1, 0.584458372462541, 1.28679658312816)) * 1 * fAct(SKN7, 0.499738879129291, 1.53723887970671)))) * 1 - 1 * SOD1) / 1"
"FET3","(((1 * fAct(RCS1, 0.514992686966434, 1.33289824153529) * 1 * fAct(CUP9, 0.473119933903217, 1.67325452834601))) * 1 - 1 * FET3) / 1"
"PTR2","(((1 - 1 * fAct(CUP9, 0.565572581160814, 1.58788903025677))) * 1 - 1 * PTR2) / 1"
"CAN1","(((1 * fAct(GLN3, 0.590966438408941, 1.35172424303135) * (1 - 1 * fAct(DAL80, 0.472186430823058, 1.05507078027586)))) * 1 - 1 * CAN1) / 1"
"DAL1","((((1 * fAct(GCN4, 0.59778641150333, 1.21353353798157) * (1 * fAct(GLN3, 0.543340259185061, 1.20087812302168) * 1 * fAct(DAL81_DAL82, 0.504817621316761, 1.44651219100459))) * (1 - 1 * fAct(DAL80, 0.402262558089569, 1.31239130113041)))) * 1 - 1 * DAL1) / 1"
"DAL2","((((1 * fAct(GLN3, 0.544695618143305, 1.64507436451269) * 1 * fAct(DAL81_DAL82, 0.525959239155054, 1.16312308095861)) * (1 - 1 * fAct(DAL80, 0.447644274262711, 1.47261227415642)))) * 1 - 1 * DAL2) / 1"
"DAL3","(((1 * fAct(GLN3, 0.507743779523298, 1.62237835456617) * (1 - 1 * fAct(DAL80, 0.496920214733109, 1.43844626719132)))) * 1 - 1 * DAL3) / 1"
"DAL4","((((1 * fAct(GLN3, 0.492249090457335, 1.03012661738088) * 1 * fAct(DAL81_DAL82, 0.446422270266339, 1.41004753443412)) * (1 - 1 * fAct(DAL80, 0.589259523199871, 1.03874448724091)))) * 1 - 1 * DAL4) / 1"
"DAL5","((((1 * fAct(GCN4, 0.563506722077727, 1.3002740750066) * 1 * fAct(GLN3, 0.401895206794143, 1.53550363794668)) * (1 - 1 * fAct(DAL80, 0.505496709793806, 1.28732240151148)))) * 1 - 1 * DAL5) / 1"
"DAL7","((((1 * fAct(GLN3, 0.510533208027482, 1.34114486591658) * 1 * fAct(DAL81_DAL82, 0.554373535932973, 1.6371115798573)) * (1 - 1 * fAct(DAL80, 0.578380331769586, 1.26023438538425)))) * 1 - 1 * DAL7) / 1"
"DCG1","(((1 * fAct(GLN3, 0.523155587445945, 1.18063074042322) * (1 - 1 * fAct(DAL80, 0.448810641421005, 1.234122541619)))) * 1 - 1 * DCG1) / 1"
"DUR1","((((1 * fAct(GLN3, 0.471236521843821, 1.52556620316347) * 1 * fAct(DAL81_DAL82, 0.496726859267801, 1.40283432955621)) * (1 - 1 * fAct(DAL80, 0.451635159412399, 1.4372367231641)))) * 1 - 1 * DUR1) / 1"
"DUR3","((((1 * fAct(GLN3, 0.439008951187134, 1.50767501339549) * 1 * fAct(DAL81_DAL82, 0.48740324373357, 1.1826361591625)) * (1 - 1 * fAct(DAL80, 0.501778638409451, 1.35525763960788)))) * 1 - 1 * DUR3) / 1"
"GDH1","((((1 * fAct(GLN3, 0.593144291639328, 1.65442969142459) * 1 * fAct(LEU3, 0.547783509967849, 1.17135322216665)) * (1 - 1 * fAct(DAL80, 0.49104814613238, 1.19998244768474)))) * 1 - 1 * GDH1) / 1"
"PUT1","(((1 * fAct(GLN3, 0.533489889046177, 1.52029644250404) * ((1 - 1 * fAct(DAL80, 0.50653505246155, 1.40216932948213)) + (1 - 1 * fAct(PHO4, 0.407372985454276, 1.03892688414548)) - (1 - 1 * fAct(DAL80, 0.50653505246155, 1.40216932948213)) * (1 - 1 * fAct(PHO4, 0.407372985454276, 1.03892688414548))))) * 1 - 1 * PUT1) / 1"
"PUT2","(((1 * fAct(GLN3, 0.532825370179489, 1.31438936115243) * ((1 - 1 * fAct(DAL80, 0.543677390599623, 1.47872923194198)) + (1 - 1 * fAct(PHO4, 0.457400671206415, 1.15585807443829)) - (1 - 1 * fAct(DAL80, 0.543677390599623, 1.47872923194198)) * (1 - 1 * fAct(PHO4, 0.457400671206415, 1.15585807443829))))) * 1 - 1 * PUT2) / 1"
"PUT4","(((1 * fAct(GLN3, 0.437946642469615, 1.55446770973504) * (1 - 1 * fAct(DAL80, 0.551183004537597, 1.01604656086303)))) * 1 - 1 * PUT4) / 1"
"UGA1","((((1 * fAct(GLN3, 0.555394045542926, 1.5645602122345) * (1 * fAct(UGA3, 0.406940179457888, 1.05537597064394) * 1 * fAct(DAL81_DAL82, 0.405419424921274, 1.44598350496264))) * (1 - 1 * fAct(DAL80, 0.435329130059108, 1.08938776922645)))) * 1 - 1 * UGA1) / 1"
"UGA2","((((1 - 1 * fAct(DAL80, 0.557153272116557, 1.06379484057892)) + (1 * fAct(DAL81, 0.484240692993626, 1.48365923706675) * 1 * fAct(UGA3, 0.594292943552136, 1.07891796350013)) - (1 - 1 * fAct(DAL80, 0.557153272116557, 1.06379484057892)) * (1 * fAct(DAL81, 0.484240692993626, 1.48365923706675) * 1 * fAct(UGA3, 0.594292943552136, 1.07891796350013)))) * 1 - 1 * UGA2) / 1"
"GAP1","((((1 * fAct(GLN3, 0.494891993515193, 1.40486944952747) * 1 * fAct(GAT1, 0.526908542541787, 1.10250245971605)) * (1 - 1 * fAct(DAL80_GZF3, 0.528782963613048, 1.57708188730758)))) * 1 - 1 * GAP1) / 1"
"UGA4","((((1 * fAct(GLN3, 0.524302943982184, 1.3956856113323) * (1 * fAct(DAL81, 0.435734320105985, 1.46854677283904) * 1 * fAct(UGA3, 0.497687409212813, 1.2186348777567))) * (1 - 1 * fAct(DAL80_GZF3, 0.489564301259816, 1.16234612427885)))) * 1 - 1 * UGA4) / 1"
"CLB2","(((1 * fAct(MCM1, 0.450113793183118, 1.36914299367229) * ((1 - 1 * fAct(FKH2, 0.437445507803932, 1.16386795151047)) + (1 - 1 * fAct(XBP1, 0.568105983640999, 1.27826764763566)) - (1 - 1 * fAct(FKH2, 0.437445507803932, 1.16386795151047)) * (1 - 1 * fAct(XBP1, 0.568105983640999, 1.27826764763566))))) * 1 - 1 * CLB2) / 1"
"STA1","((((1 * fAct(SNF2_SWI1, 0.514973540557548, 1.53106890172465) * (1 * fAct(FLO8, 0.440016656601802, 1.20038253731094) * 1 * fAct(SIN3, 0.548940849024802, 1.01206614803756))) * (1 - 1 * fAct(NRG1, 0.422513453662396, 1.32462077239295)))) * 1 - 1 * STA1) / 1"
"STA2","(((1 * fAct(SNF2_SWI1, 0.570491846697405, 1.3484268367663) * ((((1 * fAct(FLO8, 0.419583662692457, 1.54245701672742) * 1 * fAct(MSN1, 0.570120387105271, 1.66867453083629)) * 1 * fAct(SIN3, 0.537841694662347, 1.16742622827878)) * 1 * fAct(SNF5, 0.521260904474184, 1.37553962657228)) * 1 * fAct(SNF6, 0.561721406225115, 1.65538509840379)))) * 1 - 1 * STA2) / 1"
"SSU1","((1 * fAct(FZF1, 0.566854331688955, 1.51144777962239)) * 1 - 1 * SSU1) / 1"
"GAL10","(((((1 - 1 * fAct(TUP1, 0.451131281629205, 1.66252488832921)) + ((1 * fAct(GAL11, 0.464756291545928, 1.04211780340178) * 1 * fAct(GAL4, 0.460008377023041, 1.68073474212317)) * 1 * fAct(SNF6, 0.425715774483979, 1.68276743623195)) - (1 - 1 * fAct(TUP1, 0.451131281629205, 1.66252488832921)) * ((1 * fAct(GAL11, 0.464756291545928, 1.04211780340178) * 1 * fAct(GAL4, 0.460008377023041, 1.68073474212317)) * 1 * fAct(SNF6, 0.425715774483979, 1.68276743623195))) + (1 - 1 * fAct(HDA1_TUP1, 0.578029937157407, 1.0731689597317)) - ((1 - 1 * fAct(TUP1, 0.451131281629205, 1.66252488832921)) + ((1 * fAct(GAL11, 0.464756291545928, 1.04211780340178) * 1 * fAct(GAL4, 0.460008377023041, 1.68073474212317)) * 1 * fAct(SNF6, 0.425715774483979, 1.68276743623195)) - (1 - 1 * fAct(TUP1, 0.451131281629205, 1.66252488832921)) * ((1 * fAct(GAL11, 0.464756291545928, 1.04211780340178) * 1 * fAct(GAL4, 0.460008377023041, 1.68073474212317)) * 1 * fAct(SNF6, 0.425715774483979, 1.68276743623195))) * (1 - 1 * fAct(HDA1_TUP1, 0.578029937157407, 1.0731689597317)))) * 1 - 1 * GAL10) / 1"
"GAL7","(((1 * fAct(GAL4, 0.554454009095207, 1.20871413788758) * 1 * fAct(GAL11, 0.521436410164461, 1.0317064641742))) * 1 - 1 * GAL7) / 1"
"FUR4","((1 * fAct(GAL4, 0.559080795710906, 1.34258540811948)) * 1 - 1 * FUR4) / 1"
"GAL3","((1 * fAct(GAL4, 0.54078931719996, 1.20616949683055)) * 1 - 1 * GAL3) / 1"
"GAL80","((1 * fAct(GAL4, 0.490757104149088, 1.30148620747728)) * 1 - 1 * GAL80) / 1"
"GCY1","((1 * fAct(GAL4, 0.469796207919717, 1.08652668196009)) * 1 - 1 * GCY1) / 1"
"LAP3","((1 * fAct(GAL4, 0.455290320049971, 1.32297599634621)) * 1 - 1 * LAP3) / 1"
"MEL1","((1 * fAct(GAL4, 0.442930577276275, 1.13806926152902)) * 1 - 1 * MEL1) / 1"
"PCL10","((1 * fAct(GAL4, 0.594241496687755, 1.17919692219701)) * 1 - 1 * PCL10) / 1"
"PGM2","((((1 * fAct(YAP1, 0.584190322132781, 1.25719439268811) * (((1 * fAct(GAL4, 0.457184823742136, 1.39305716218892) * 1 * fAct(MSN2, 0.509605098189786, 1.16453882570611)) * 1 * fAct(MSN4, 0.426545294327661, 1.09726052675163)) * 1 * fAct(GCR1_GCR2, 0.556707898247987, 1.34950222128071))) * (1 - 1 * fAct(SKN7, 0.552978473436087, 1.5810266068601)))) * 1 - 1 * PGM2) / 1"
"GLN1","(((1 * fAct(GCN4, 0.431767224660143, 1.21060279922327) * (1 * fAct(GAT1, 0.593859124882147, 1.2170705805812) * 1 * fAct(GLN3, 0.491831289092079, 1.45460189501755)))) * 1 - 1 * GLN1) / 1"
"ADE1","(((1 * fAct(GCN4, 0.535105505771935, 1.6634736474813) * 1 * fAct(BAS1_PHO2, 0.557850046595558, 1.11387362950714))) * 1 - 1 * ADE1) / 1"
"ADE2","(((1 * fAct(GCN4, 0.572939241630957, 1.54470466474304) * 1 * fAct(BAS1_PHO2, 0.499884698307142, 1.53543834256474))) * 1 - 1 * ADE2) / 1"
"ADE5","(((1 * fAct(GCN4, 0.548984758928418, 1.22861676253378) * 1 * fAct(BAS1_PHO2, 0.427284965664148, 1.66054751786171))) * 1 - 1 * ADE5) / 1"
"ADE8","(((1 * fAct(GCN4, 0.40239311340265, 1.53665244062664) * 1 * fAct(BAS1_PHO2, 0.558247043611482, 1.17169031760655))) * 1 - 1 * ADE8) / 1"
"ARG1","(((1 * fAct(GCN4, 0.515780208725482, 1.53201114671305) * (1 - 1 * fAct(ARG80_ARG81, 0.456110620638356, 1.21541320113465)))) * 1 - 1 * ARG1) / 1"
"ARG2","((1 * fAct(GCN4, 0.417105780635029, 1.58158501903526)) * 1 - 1 * ARG2) / 1"
"ARG3","(((1 * fAct(GCN4, 0.446069377660751, 1.25258398466278) * (1 - 1 * fAct(ARG80_ARG81, 0.435915580950677, 1.2408517862903)))) * 1 - 1 * ARG3) / 1"
"ARG4","((1 * fAct(GCN4, 0.493297158880159, 1.10034302537795)) * 1 - 1 * ARG4) / 1"
"ARG5","((((1 * fAct(GCN4, 0.444207746256143, 1.0914813939319) * 1 * fAct(MCM1, 0.498724980372936, 1.55262340537505)) * (1 - 1 * fAct(ARG80_ARG81, 0.469347857683897, 1.47780427242862)))) * 1 - 1 * ARG5) / 1"
"ARG7","((1 * fAct(GCN4, 0.51242674831301, 1.07168756728992)) * 1 - 1 * ARG7) / 1"
"ARG8","(((1 * fAct(GCN4, 0.497272551385686, 1.12215956394561) * (1 - 1 * fAct(ARG80_ARG81, 0.464947191858664, 1.03170582879102)))) * 1 - 1 * ARG8) / 1"
"ARO3","((1 * fAct(GCN4, 0.462627655966207, 1.44095600201515)) * 1 - 1 * ARO3) / 1"
"ARO4","((1 * fAct(GCN4, 0.410301095666364, 1.19684882874601)) * 1 - 1 * ARO4) / 1"
"ARO7","((1 * fAct(GCN4, 0.464045993750915, 1.37415323138703)) * 1 - 1 * ARO7) / 1"
"ASN1","(((1 * fAct(GCN4, 0.514703852171078, 1.08056601510383) * (((1 * fAct(HAP2, 0.471699595497921, 1.2078090585582) * 1 * fAct(HAP3, 0.565468701999635, 1.2216592787439)) * 1 * fAct(HAP2_3_4_5, 0.420004424033687, 1.0253629965405)) * 1 * fAct(HAP2_HAP4, 0.571212010225281, 1.68458409314975)))) * 1 - 1 * ASN1) / 1"
"ASN2","((1 * fAct(GCN4, 0.555815144302323, 1.05796330238227)) * 1 - 1 * ASN2) / 1"
"CPA1","((1 * fAct(GCN4, 0.401578048616648, 1.2165459203464)) * 1 - 1 * CPA1) / 1"
"CPA2","((1 * fAct(GCN4, 0.538630949845537, 1.24988863456994)) * 1 - 1 * CPA2) / 1"
"GCV3","((1 * fAct(GCN4, 0.593582010921091, 1.37232432659483)) * 1 - 1 * GCV3) / 1"
"GLT1","(((1 * fAct(GCN4, 0.414466007286683, 1.67835480379406) * 1 * fAct(GLN3, 0.417358677880839, 1.58186781853205))) * 1 - 1 * GLT1) / 1"
"HAL1","(((1 * fAct(GCN4, 0.469505919516087, 1.65063498415519) * ((1 - 1 * fAct(SKO1, 0.590007669664919, 1.5580680978694)) + (1 - 1 * fAct(TUP1, 0.590207746438682, 1.3669433369278)) - (1 - 1 * fAct(SKO1, 0.590007669664919, 1.5580680978694)) * (1 - 1 * fAct(TUP1, 0.590207746438682, 1.3669433369278))))) * 1 - 1 * HAL1) / 1"
"HIS1","((1 * fAct(GCN4, 0.475392305385321, 1.21389970810618)) * 1 - 1 * HIS1) / 1"
"HIS2","((1 * fAct(GCN4, 0.51027811425738, 1.26229417798342)) * 1 - 1 * HIS2) / 1"
"HIS3","((((1 * fAct(GCN4, 0.564184834063053, 1.48201279311907) * 1 * fAct(YAP1, 0.452595048584044, 1.24290616632439)) * (1 - 1 * fAct(SKO1, 0.479807835957035, 1.32639958328567)))) * 1 - 1 * HIS3) / 1"
"HIS4","(((1 * fAct(GCN4, 0.533877497911453, 1.28544092570897) * (1 * fAct(RAP1, 0.573867017915472, 1.1160978671466) * 1 * fAct(BAS1_PHO2, 0.550878547690809, 1.44504864102229)))) * 1 - 1 * HIS4) / 1"
"HIS5","((1 * fAct(GCN4, 0.553005299996585, 1.35158631186467)) * 1 - 1 * HIS5) / 1"
"HIS7","(((1 * fAct(GCN4, 0.496526101510972, 1.46154838402756) * 1 * fAct(BAS1_PHO2, 0.544040405238047, 1.39354261727305))) * 1 - 1 * HIS7) / 1"
"HOM2","((1 * fAct(GCN4, 0.509360875375569, 1.5858503328613)) * 1 - 1 * HOM2) / 1"
"HOM3","((1 * fAct(GCN4, 0.476640618266538, 1.52676782425959)) * 1 - 1 * HOM3) / 1"
"ILV1","(((1 * fAct(GCN4, 0.591225974401459, 1.13892988379579) * (1 * fAct(LEU3, 0.599614870501682, 1.16063896533102) * 1 * fAct(REB1, 0.482269047293812, 1.5520094110677)))) * 1 - 1 * ILV1) / 1"
"ILV2","((((1 * fAct(GCN4, 0.557815838325769, 1.43857645841083) * 1 * fAct(LEU3, 0.475205269781873, 1.42936468375847)) * (1 - 1 * fAct(UME6, 0.508907169522718, 1.61230493027018)))) * 1 - 1 * ILV2) / 1"
"ILV5","(((1 * fAct(GCN4, 0.412404692405835, 1.04598418992711) * 1 * fAct(LEU3, 0.439933989848942, 1.09715809591347))) * 1 - 1 * ILV5) / 1"
