"node","eqn"
"CAR2","((((1 * fAct(STE12, 0.588255972461775, 1.6960070928582) * 1 * fAct(TEC1, 0.52503422726877, 1.34244506554911)) * ((((1 - 1 * fAct(MCM1, 0.451651554880664, 1.65404682606459)) + (1 - 1 * fAct(UME6, 0.564248809730634, 1.15502882034052)) - (1 - 1 * fAct(MCM1, 0.451651554880664, 1.65404682606459)) * (1 - 1 * fAct(UME6, 0.564248809730634, 1.15502882034052))) + (1 - 1 * fAct(ARG80_ARG81, 0.430423375731334, 1.01682916000253)) - ((1 - 1 * fAct(MCM1, 0.451651554880664, 1.65404682606459)) + (1 - 1 * fAct(UME6, 0.564248809730634, 1.15502882034052)) - (1 - 1 * fAct(MCM1, 0.451651554880664, 1.65404682606459)) * (1 - 1 * fAct(UME6, 0.564248809730634, 1.15502882034052))) * (1 - 1 * fAct(ARG80_ARG81, 0.430423375731334, 1.01682916000253))) + (1 - 1 * fAct(DAL81_DAL82, 0.47712564705871, 1.44414271167712)) - (((1 - 1 * fAct(MCM1, 0.451651554880664, 1.65404682606459)) + (1 - 1 * fAct(UME6, 0.564248809730634, 1.15502882034052)) - (1 - 1 * fAct(MCM1, 0.451651554880664, 1.65404682606459)) * (1 - 1 * fAct(UME6, 0.564248809730634, 1.15502882034052))) + (1 - 1 * fAct(ARG80_ARG81, 0.430423375731334, 1.01682916000253)) - ((1 - 1 * fAct(MCM1, 0.451651554880664, 1.65404682606459)) + (1 - 1 * fAct(UME6, 0.564248809730634, 1.15502882034052)) - (1 - 1 * fAct(MCM1, 0.451651554880664, 1.65404682606459)) * (1 - 1 * fAct(UME6, 0.564248809730634, 1.15502882034052))) * (1 - 1 * fAct(ARG80_ARG81, 0.430423375731334, 1.01682916000253))) * (1 - 1 * fAct(DAL81_DAL82, 0.47712564705871, 1.44414271167712))))) * 1 - 1 * CAR2) / 1"
"CDC5","((1 * fAct(MCM1, 0.598996794922277, 1.13506552985404)) * 1 - 1 * CDC5) / 1"
"CLB1","((1 * fAct(MCM1, 0.482262114761397, 1.66663990342757)) * 1 - 1 * CLB1) / 1"
"STE2","((((1 * fAct(STE12, 0.595873607415706, 1.22674573802156) * 1 * fAct(MCM1, 0.423188357288018, 1.33383517838316)) * (1 - 1 * fAct(TUP1, 0.434011343400925, 1.44773417295888)))) * 1 - 1 * STE2) / 1"
"MET2","((1 * fAct(MET4, 0.492432289524004, 1.61200614642818)) * 1 - 1 * MET2) / 1"
"MET3","((1 * fAct(MET4, 0.506488235946745, 1.36298228168162)) * 1 - 1 * MET3) / 1"
"MET6","((1 * fAct(MET4, 0.469870069576427, 1.21610474737361)) * 1 - 1 * MET6) / 1"
"DOG2","((((1 * fAct(MSN2, 0.436552323959768, 1.27002722607227) * 1 * fAct(MSN4, 0.595082734059542, 1.32167508710874)) * ((1 - 1 * fAct(MIG1, 0.542320886580274, 1.23318615163444)) + (1 - 1 * fAct(MIG2, 0.522369141876698, 1.57151767031988)) - (1 - 1 * fAct(MIG1, 0.542320886580274, 1.23318615163444)) * (1 - 1 * fAct(MIG2, 0.522369141876698, 1.57151767031988))))) * 1 - 1 * DOG2) / 1"
"HXK1","((((1 * fAct(MSN2, 0.524027163581923, 1.26827594630886) * 1 * fAct(MSN4, 0.507585734361783, 1.19421495595248)) * (1 - 1 * fAct(MIG1, 0.504120659735054, 1.22138254470658)))) * 1 - 1 * HXK1) / 1"
"HXT13","((((1 - 1 * fAct(MIG1, 0.598134553758428, 1.36835666834377)) + (1 - 1 * fAct(MIG2, 0.489416289515793, 1.49532772506122)) - (1 - 1 * fAct(MIG1, 0.598134553758428, 1.36835666834377)) * (1 - 1 * fAct(MIG2, 0.489416289515793, 1.49532772506122)))) * 1 - 1 * HXT13) / 1"
"HXT2","((((1 - 1 * fAct(MIG1, 0.492029857449234, 1.52151115940185)) + (((1 - 1 * fAct(RGT1, 0.519980073068291, 1.01342076233588)) + (1 - 1 * fAct(HDA1_TUP1, 0.541804619412869, 1.25843209487386)) - (1 - 1 * fAct(RGT1, 0.519980073068291, 1.01342076233588)) * (1 - 1 * fAct(HDA1_TUP1, 0.541804619412869, 1.25843209487386))) + (1 - 1 * fAct(SSN6_TUP1, 0.546668890910223, 1.07643642410636)) - ((1 - 1 * fAct(RGT1, 0.519980073068291, 1.01342076233588)) + (1 - 1 * fAct(HDA1_TUP1, 0.541804619412869, 1.25843209487386)) - (1 - 1 * fAct(RGT1, 0.519980073068291, 1.01342076233588)) * (1 - 1 * fAct(HDA1_TUP1, 0.541804619412869, 1.25843209487386))) * (1 - 1 * fAct(SSN6_TUP1, 0.546668890910223, 1.07643642410636))) - (1 - 1 * fAct(MIG1, 0.492029857449234, 1.52151115940185)) * (((1 - 1 * fAct(RGT1, 0.519980073068291, 1.01342076233588)) + (1 - 1 * fAct(HDA1_TUP1, 0.541804619412869, 1.25843209487386)) - (1 - 1 * fAct(RGT1, 0.519980073068291, 1.01342076233588)) * (1 - 1 * fAct(HDA1_TUP1, 0.541804619412869, 1.25843209487386))) + (1 - 1 * fAct(SSN6_TUP1, 0.546668890910223, 1.07643642410636)) - ((1 - 1 * fAct(RGT1, 0.519980073068291, 1.01342076233588)) + (1 - 1 * fAct(HDA1_TUP1, 0.541804619412869, 1.25843209487386)) - (1 - 1 * fAct(RGT1, 0.519980073068291, 1.01342076233588)) * (1 - 1 * fAct(HDA1_TUP1, 0.541804619412869, 1.25843209487386))) * (1 - 1 * fAct(SSN6_TUP1, 0.546668890910223, 1.07643642410636))))) * 1 - 1 * HXT2) / 1"
"HXT4","((((1 - 1 * fAct(MIG1, 0.541975438967347, 1.62110332719283)) + (((1 - 1 * fAct(RGT1, 0.408665402932093, 1.69034682296216)) + (1 - 1 * fAct(HDA1_TUP1, 0.420293456176296, 1.56508483969606)) - (1 - 1 * fAct(RGT1, 0.408665402932093, 1.69034682296216)) * (1 - 1 * fAct(HDA1_TUP1, 0.420293456176296, 1.56508483969606))) + (1 - 1 * fAct(SSN6_TUP1, 0.410383649915457, 1.33557212194195)) - ((1 - 1 * fAct(RGT1, 0.408665402932093, 1.69034682296216)) + (1 - 1 * fAct(HDA1_TUP1, 0.420293456176296, 1.56508483969606)) - (1 - 1 * fAct(RGT1, 0.408665402932093, 1.69034682296216)) * (1 - 1 * fAct(HDA1_TUP1, 0.420293456176296, 1.56508483969606))) * (1 - 1 * fAct(SSN6_TUP1, 0.410383649915457, 1.33557212194195))) - (1 - 1 * fAct(MIG1, 0.541975438967347, 1.62110332719283)) * (((1 - 1 * fAct(RGT1, 0.408665402932093, 1.69034682296216)) + (1 - 1 * fAct(HDA1_TUP1, 0.420293456176296, 1.56508483969606)) - (1 - 1 * fAct(RGT1, 0.408665402932093, 1.69034682296216)) * (1 - 1 * fAct(HDA1_TUP1, 0.420293456176296, 1.56508483969606))) + (1 - 1 * fAct(SSN6_TUP1, 0.410383649915457, 1.33557212194195)) - ((1 - 1 * fAct(RGT1, 0.408665402932093, 1.69034682296216)) + (1 - 1 * fAct(HDA1_TUP1, 0.420293456176296, 1.56508483969606)) - (1 - 1 * fAct(RGT1, 0.408665402932093, 1.69034682296216)) * (1 - 1 * fAct(HDA1_TUP1, 0.420293456176296, 1.56508483969606))) * (1 - 1 * fAct(SSN6_TUP1, 0.410383649915457, 1.33557212194195))))) * 1 - 1 * HXT4) / 1"
"MAL32","(((1 - 1 * fAct(MIG1, 0.578940346371382, 1.21962119745323))) * 1 - 1 * MAL32) / 1"
"PDC1","(((1 - 1 * fAct(MIG1, 0.443175192177296, 1.14182679414283))) * 1 - 1 * PDC1) / 1"
"REG2","((((1 - 1 * fAct(MIG1, 0.46807789769955, 1.42219674434979)) + (1 - 1 * fAct(MIG2, 0.474753390531987, 1.6025281716045)) - (1 - 1 * fAct(MIG1, 0.46807789769955, 1.42219674434979)) * (1 - 1 * fAct(MIG2, 0.474753390531987, 1.6025281716045)))) * 1 - 1 * REG2) / 1"
"SUC1","(((1 - 1 * fAct(MIG1, 0.430158060975373, 1.38767787849763))) * 1 - 1 * SUC1) / 1"
"SUC2","(((((1 - 1 * fAct(MIG1, 0.472307094931603, 1.60753228907706)) + (1 * fAct(SNF2, 0.45374354980886, 1.12374230619054) * 1 * fAct(SNF6, 0.531451727589592, 1.60159046811983)) - (1 - 1 * fAct(MIG1, 0.472307094931603, 1.60753228907706)) * (1 * fAct(SNF2, 0.45374354980886, 1.12374230619054) * 1 * fAct(SNF6, 0.531451727589592, 1.60159046811983))) + (((1 - 1 * fAct(SKO1, 0.418243248714134, 1.11788614211604)) + (1 - 1 * fAct(HDA1_TUP1, 0.541202196152881, 1.01316299597267)) - (1 - 1 * fAct(SKO1, 0.418243248714134, 1.11788614211604)) * (1 - 1 * fAct(HDA1_TUP1, 0.541202196152881, 1.01316299597267))) + (1 - 1 * fAct(SSN6_TUP1, 0.452535262377933, 1.42334506635554)) - ((1 - 1 * fAct(SKO1, 0.418243248714134, 1.11788614211604)) + (1 - 1 * fAct(HDA1_TUP1, 0.541202196152881, 1.01316299597267)) - (1 - 1 * fAct(SKO1, 0.418243248714134, 1.11788614211604)) * (1 - 1 * fAct(HDA1_TUP1, 0.541202196152881, 1.01316299597267))) * (1 - 1 * fAct(SSN6_TUP1, 0.452535262377933, 1.42334506635554))) - ((1 - 1 * fAct(MIG1, 0.472307094931603, 1.60753228907706)) + (1 * fAct(SNF2, 0.45374354980886, 1.12374230619054) * 1 * fAct(SNF6, 0.531451727589592, 1.60159046811983)) - (1 - 1 * fAct(MIG1, 0.472307094931603, 1.60753228907706)) * (1 * fAct(SNF2, 0.45374354980886, 1.12374230619054) * 1 * fAct(SNF6, 0.531451727589592, 1.60159046811983))) * (((1 - 1 * fAct(SKO1, 0.418243248714134, 1.11788614211604)) + (1 - 1 * fAct(HDA1_TUP1, 0.541202196152881, 1.01316299597267)) - (1 - 1 * fAct(SKO1, 0.418243248714134, 1.11788614211604)) * (1 - 1 * fAct(HDA1_TUP1, 0.541202196152881, 1.01316299597267))) + (1 - 1 * fAct(SSN6_TUP1, 0.452535262377933, 1.42334506635554)) - ((1 - 1 * fAct(SKO1, 0.418243248714134, 1.11788614211604)) + (1 - 1 * fAct(HDA1_TUP1, 0.541202196152881, 1.01316299597267)) - (1 - 1 * fAct(SKO1, 0.418243248714134, 1.11788614211604)) * (1 - 1 * fAct(HDA1_TUP1, 0.541202196152881, 1.01316299597267))) * (1 - 1 * fAct(SSN6_TUP1, 0.452535262377933, 1.42334506635554))))) * 1 - 1 * SUC2) / 1"
"SUC4","(((1 - 1 * fAct(MIG1, 0.49850053396076, 1.41455243655946))) * 1 - 1 * SUC4) / 1"
"TPS1","(((1 * fAct(MSN2, 0.428318911558017, 1.15394715219969) * ((1 - 1 * fAct(MIG1, 0.558806046983227, 1.41603815747891)) + (1 - 1 * fAct(MIG2, 0.587513470556587, 1.40280445273034)) - (1 - 1 * fAct(MIG1, 0.558806046983227, 1.41603815747891)) * (1 - 1 * fAct(MIG2, 0.587513470556587, 1.40280445273034))))) * 1 - 1 * TPS1) / 1"
"YBR101C","((((1 - 1 * fAct(MIG1, 0.475630775373429, 1.57188248324674)) + (1 - 1 * fAct(MIG2, 0.448296621348709, 1.56641041979426)) - (1 - 1 * fAct(MIG1, 0.475630775373429, 1.57188248324674)) * (1 - 1 * fAct(MIG2, 0.448296621348709, 1.56641041979426)))) * 1 - 1 * YBR101C) / 1"
"YDR516C","((((1 - 1 * fAct(MIG1, 0.418824104825035, 1.0276251245453)) + (1 - 1 * fAct(MIG2, 0.441672541666776, 1.30752576643368)) - (1 - 1 * fAct(MIG1, 0.418824104825035, 1.0276251245453)) * (1 - 1 * fAct(MIG2, 0.441672541666776, 1.30752576643368)))) * 1 - 1 * YDR516C) / 1"
"YEL070W","((((1 - 1 * fAct(MIG1, 0.578691821731627, 1.65123598756734)) + (1 - 1 * fAct(MIG2, 0.53371103471145, 1.08463805146981)) - (1 - 1 * fAct(MIG1, 0.578691821731627, 1.65123598756734)) * (1 - 1 * fAct(MIG2, 0.53371103471145, 1.08463805146981)))) * 1 - 1 * YEL070W) / 1"
"YFL054C","((((1 - 1 * fAct(MIG1, 0.44920110097155, 1.10229643362574)) + (1 - 1 * fAct(MIG2, 0.490568539965898, 1.21252973456401)) - (1 - 1 * fAct(MIG1, 0.44920110097155, 1.10229643362574)) * (1 - 1 * fAct(MIG2, 0.490568539965898, 1.21252973456401)))) * 1 - 1 * YFL054C) / 1"
"YKR075C","((((1 - 1 * fAct(MIG1, 0.598104482609779, 1.64391113839345)) + (1 - 1 * fAct(MIG2, 0.409475587448105, 1.09850561432308)) - (1 - 1 * fAct(MIG1, 0.598104482609779, 1.64391113839345)) * (1 - 1 * fAct(MIG2, 0.409475587448105, 1.09850561432308)))) * 1 - 1 * YKR075C) / 1"
"YLR042C","((((1 * fAct(STE12, 0.507215701323003, 1.04342860903358) * 1 * fAct(TEC1, 0.549953293800354, 1.44481863295194)) * ((1 - 1 * fAct(MIG1, 0.538485696399584, 1.1220899397647)) + (1 - 1 * fAct(MIG2, 0.429139669798315, 1.07963113140315)) - (1 - 1 * fAct(MIG1, 0.538485696399584, 1.1220899397647)) * (1 - 1 * fAct(MIG2, 0.429139669798315, 1.07963113140315))))) * 1 - 1 * YLR042C) / 1"
"AAC3","((((1 - 1 * fAct(RAP1, 0.412251149583608, 1.13134863188257)) + ((1 - 1 * fAct(MOT3, 0.406318044476211, 1.13886724127922)) + (1 - 1 * fAct(ROX1, 0.445742817502469, 1.02706529058982)) - (1 - 1 * fAct(MOT3, 0.406318044476211, 1.13886724127922)) * (1 - 1 * fAct(ROX1, 0.445742817502469, 1.02706529058982))) - (1 - 1 * fAct(RAP1, 0.412251149583608, 1.13134863188257)) * ((1 - 1 * fAct(MOT3, 0.406318044476211, 1.13886724127922)) + (1 - 1 * fAct(ROX1, 0.445742817502469, 1.02706529058982)) - (1 - 1 * fAct(MOT3, 0.406318044476211, 1.13886724127922)) * (1 - 1 * fAct(ROX1, 0.445742817502469, 1.02706529058982))))) * 1 - 1 * AAC3) / 1"
"ANB1","((((1 - 1 * fAct(TUP1, 0.420298859803006, 1.54948320495896)) + ((1 - 1 * fAct(MOT3, 0.58792995242402, 1.4842379647959)) + (1 - 1 * fAct(ROX1, 0.589146890165284, 1.60466568080476)) - (1 - 1 * fAct(MOT3, 0.58792995242402, 1.4842379647959)) * (1 - 1 * fAct(ROX1, 0.589146890165284, 1.60466568080476))) - (1 - 1 * fAct(TUP1, 0.420298859803006, 1.54948320495896)) * ((1 - 1 * fAct(MOT3, 0.58792995242402, 1.4842379647959)) + (1 - 1 * fAct(ROX1, 0.589146890165284, 1.60466568080476)) - (1 - 1 * fAct(MOT3, 0.58792995242402, 1.4842379647959)) * (1 - 1 * fAct(ROX1, 0.589146890165284, 1.60466568080476))))) * 1 - 1 * ANB1) / 1"
"ALD2","(((1 * fAct(MSN2, 0.537588055804372, 1.47595345615409) * 1 * fAct(MSN4, 0.470481473440304, 1.56504824226722))) * 1 - 1 * ALD2) / 1"
"ALD3","(((1 * fAct(MSN2, 0.521297532645985, 1.16623689104337) * 1 * fAct(MSN4, 0.423954320279881, 1.25450166573981))) * 1 - 1 * ALD3) / 1"
"ARA1","(((1 * fAct(MSN2, 0.402963379118592, 1.58776126907673) * 1 * fAct(MSN4, 0.498423215001822, 1.26823073176667))) * 1 - 1 * ARA1) / 1"
"CPH1","(((1 * fAct(MSN2, 0.425702431751415, 1.31834433953278) * (1 * fAct(MSN4, 0.492323271045461, 1.14432212930406) * 1 * fAct(ROX1, 0.591338413394987, 1.56048496200237)))) * 1 - 1 * CPH1) / 1"
"DDR2","(((1 * fAct(YAP1, 0.428812957834452, 1.52809295999119) * 1 * fAct(MSN2, 0.557738161366433, 1.10426305430941))) * 1 - 1 * DDR2) / 1"
"GDH3","(((1 * fAct(MSN2, 0.551651856675744, 1.26527042447589) * 1 * fAct(MSN4, 0.499986575078219, 1.47526434493484))) * 1 - 1 * GDH3) / 1"
"GLO1","(((1 * fAct(MSN2, 0.465674890996888, 1.32172440617811) * 1 * fAct(MSN4, 0.459643170284107, 1.05410227717366))) * 1 - 1 * GLO1) / 1"
"GRE3","(((1 * fAct(MSN2, 0.444666231889278, 1.52406580272363) * 1 * fAct(MSN4, 0.569736687839031, 1.4160444597411))) * 1 - 1 * GRE3) / 1"
"GRX1","(((1 * fAct(MSN2, 0.46265159053728, 1.12519124669721) * 1 * fAct(MSN4, 0.504767226334661, 1.18275145510444))) * 1 - 1 * GRX1) / 1"
"HOR2","(((1 * fAct(MSN2, 0.503745228564367, 1.31033039375907) * 1 * fAct(MSN4, 0.527871332550421, 1.02458426978439))) * 1 - 1 * HOR2) / 1"
"HSP42","(((1 * fAct(MSN2, 0.476628856360912, 1.54219262438593) * 1 * fAct(MSN4, 0.576477905409411, 1.2488080032845))) * 1 - 1 * HSP42) / 1"
"HSP78","(((1 * fAct(YAP1, 0.409256073040888, 1.42266464855988) * ((1 * fAct(MSN2, 0.467381479218602, 1.2409689221927) * 1 * fAct(MSN4, 0.522658655000851, 1.36287025503116)) * 1 * fAct(SKN7, 0.554668974829838, 1.10149291648297)))) * 1 - 1 * HSP78) / 1"
"MDJ1","(((1 * fAct(MSN2, 0.403899795003235, 1.37071008942556) * 1 * fAct(MSN4, 0.489469180209562, 1.32053801628528))) * 1 - 1 * MDJ1) / 1"
"MTC2","(((1 * fAct(MSN2, 0.556063516112044, 1.06795474521816) * 1 * fAct(MSN4, 0.451818083552644, 1.58192465006374))) * 1 - 1 * MTC2) / 1"
"PNC1","(((1 * fAct(MSN2, 0.527035022480413, 1.18011360775214) * 1 * fAct(MSN4, 0.555530479829758, 1.6112322244863))) * 1 - 1 * PNC1) / 1"
"RAS2","(((1 * fAct(MSN2, 0.529434673627838, 1.30555285746465) * 1 * fAct(MSN4, 0.517984894942492, 1.65924172589323))) * 1 - 1 * RAS2) / 1"
"SPS100","(((1 * fAct(MSN2, 0.570907908352092, 1.29664959452348) * 1 * fAct(MSN4, 0.519948559720069, 1.13123176427092))) * 1 - 1 * SPS100) / 1"
"SSA4","(((1 * fAct(STE12, 0.432959948992357, 1.24630403815769) * ((1 * fAct(MSN2, 0.509993810532615, 1.29022465325426) * 1 * fAct(MSN4, 0.457578164339066, 1.28741177301621)) * 1 * fAct(TEC1, 0.417314049601555, 1.29699655663688)))) * 1 - 1 * SSA4) / 1"
"TKL2","(((1 * fAct(STE12, 0.466703835548833, 1.14511341399513) * ((1 * fAct(MSN2, 0.495034745940939, 1.39740125710377) * 1 * fAct(MSN4, 0.483470861800015, 1.26780336034484)) * 1 * fAct(TEC1, 0.537238479033113, 1.10702995642088)))) * 1 - 1 * TKL2) / 1"
"TTR1","(((1 * fAct(MSN2, 0.561785898823291, 1.37217505508335) * 1 * fAct(MSN4, 0.537539184419438, 1.01403038366465))) * 1 - 1 * TTR1) / 1"
"YGR086C","(((1 * fAct(MSN2, 0.56749180778861, 1.43055699404096) * 1 * fAct(MSN4, 0.532596136443317, 1.47851360264933))) * 1 - 1 * YGR086C) / 1"
"YKL151C","((1 * fAct(MSN2, 0.514726248476654, 1.66537279047072)) * 1 - 1 * YKL151C) / 1"
"YNL077W","(((1 * fAct(MSN2, 0.560266669839621, 1.13002396075986) * 1 * fAct(MSN4, 0.424919764045626, 1.44505787391914))) * 1 - 1 * YNL077W) / 1"
"HXT1","((((1 * fAct(SNF2_SWI1, 0.540836833044887, 1.44524087905651) * 1 * fAct(MTH1, 0.548115130420774, 1.67030655455776)) * ((1 - 1 * fAct(RGT1, 0.598423456493765, 1.26290893057361)) + (1 - 1 * fAct(SSN6, 0.443152370490134, 1.16279389832867)) - (1 - 1 * fAct(RGT1, 0.598423456493765, 1.26290893057361)) * (1 - 1 * fAct(SSN6, 0.443152370490134, 1.16279389832867))))) * 1 - 1 * HXT1) / 1"
"HXT3","((((1 * fAct(SNF2_SWI1, 0.4370441111736, 1.37385324039729) * 1 * fAct(MTH1, 0.435741275502369, 1.37226177243749)) * ((1 - 1 * fAct(RGT1, 0.556529469182715, 1.62748627356952)) + (1 - 1 * fAct(SSN6, 0.526876830775291, 1.58249891549116)) - (1 - 1 * fAct(RGT1, 0.556529469182715, 1.62748627356952)) * (1 - 1 * fAct(SSN6, 0.526876830775291, 1.58249891549116))))) * 1 - 1 * HXT3) / 1"
"UBC11","((1 * fAct(NDT80, 0.478817899990827, 1.57759529539617)) * 1 - 1 * UBC11) / 1"
"QDR1","((1 * fAct(OAF1, 0.505889606382698, 1.24189670679159)) * 1 - 1 * QDR1) / 1"
"CAT2","((1 * fAct(OAF1_PIP2, 0.491554984916002, 1.667677480313)) * 1 - 1 * CAT2) / 1"
"CRC1","((1 * fAct(OAF1_PIP2, 0.514686509454623, 1.1728779273387)) * 1 - 1 * CRC1) / 1"
"DCI1","((1 * fAct(OAF1_PIP2, 0.517486402625218, 1.49637094376376)) * 1 - 1 * DCI1) / 1"
"ECI1","((1 * fAct(OAF1_PIP2, 0.549127396149561, 1.35156788912602)) * 1 - 1 * ECI1) / 1"
"FAA2","((1 * fAct(OAF1_PIP2, 0.439485237048939, 1.1942120137508)) * 1 - 1 * FAA2) / 1"
"IDP3","((1 * fAct(OAF1_PIP2, 0.475449496554211, 1.25687100931536)) * 1 - 1 * IDP3) / 1"
"MDH3","((1 * fAct(OAF1_PIP2, 0.49713301146403, 1.20179439939326)) * 1 - 1 * MDH3) / 1"
"PEX11","((1 * fAct(OAF1_PIP2, 0.413344161352143, 1.57226605628384)) * 1 - 1 * PEX11) / 1"
"PEX5","((1 * fAct(OAF1_PIP2, 0.485151526331902, 1.2516545329662)) * 1 - 1 * PEX5) / 1"
"POX1","((((1 - 1 * fAct(UME6, 0.530843469733372, 1.11219840358477)) + 1 * fAct(OAF1_PIP2, 0.569506874354556, 1.5157436601189) - (1 - 1 * fAct(UME6, 0.530843469733372, 1.11219840358477)) * 1 * fAct(OAF1_PIP2, 0.569506874354556, 1.5157436601189))) * 1 - 1 * POX1) / 1"
"PXA1","((1 * fAct(OAF1_PIP2, 0.558509630523622, 1.04050145990914)) * 1 - 1 * PXA1) / 1"
"PXA2","((1 * fAct(OAF1_PIP2, 0.498419729946181, 1.25486594369169)) * 1 - 1 * PXA2) / 1"
"SPS19","((1 * fAct(OAF1_PIP2, 0.551259469380602, 1.53396893243771)) * 1 - 1 * SPS19) / 1"
"TES1","((1 * fAct(OAF1_PIP2, 0.457968916883692, 1.42560702214018)) * 1 - 1 * TES1) / 1"
"YBR159W","((1 * fAct(OAF1_PIP2, 0.541550454404205, 1.30747909589205)) * 1 - 1 * YBR159W) / 1"
"YJL218W","((1 * fAct(OAF1_PIP2, 0.498155343905091, 1.2838080355851)) * 1 - 1 * YJL218W) / 1"
"YOL002C","(((1 * fAct(OAF1_PIP2, 0.430939530953765, 1.30004716304364) * 1 * fAct(ZAP1, 0.486504703294486, 1.02802918358939))) * 1 - 1 * YOL002C) / 1"
"YPL095C","((1 * fAct(OAF1_PIP2, 0.569080220395699, 1.27822332214797)) * 1 - 1 * YPL095C) / 1"
"GAS1","((1 * fAct(PDR1, 0.531553784292191, 1.57875072389375)) * 1 - 1 * GAS1) / 1"
"HXT11","(((1 * fAct(PDR1, 0.573154343850911, 1.47386692283908) * 1 * fAct(PDR3, 0.556934330705553, 1.50947263773531))) * 1 - 1 * HXT11) / 1"
"HXT9","(((1 * fAct(PDR1, 0.445237647183239, 1.02332815273199) * 1 * fAct(PDR3, 0.507526972144842, 1.16922620361671))) * 1 - 1 * HXT9) / 1"
"IPT1","(((1 * fAct(PDR1, 0.463660207251087, 1.09625823797192) * 1 * fAct(PDR3, 0.536698708310723, 1.65595543441596))) * 1 - 1 * IPT1) / 1"
"PDR10","((1 * fAct(PDR1, 0.482465170556679, 1.36648176518269)) * 1 - 1 * PDR10) / 1"
"PDR11","((1 * fAct(PDR1, 0.471527470694855, 1.10675189249683)) * 1 - 1 * PDR11) / 1"
"PDR15","((1 * fAct(PDR1, 0.446392984688282, 1.50242136994144)) * 1 - 1 * PDR15) / 1"
"PDR5","(((1 * fAct(PDR1, 0.505540650431067, 1.64127909784904) * 1 * fAct(PDR3, 0.46556770731695, 1.29759951808956))) * 1 - 1 * PDR5) / 1"
"SNQ2","(((1 * fAct(PDR1, 0.571797834243625, 1.48495915475301) * (1 * fAct(PDR3, 0.487984653422609, 1.49145622141194) * 1 * fAct(YRR1, 0.499469668604434, 1.39513374641538)))) * 1 - 1 * SNQ2) / 1"
"YOR1","(((1 * fAct(PDR1, 0.55540010407567, 1.26422229573131) * (1 * fAct(PDR3, 0.554403510689735, 1.49558540981263) * 1 * fAct(YRR1, 0.460995954833925, 1.57043534526834)))) * 1 - 1 * YOR1) / 1"
"MUG1","((1 * fAct(PHD1, 0.430581866530702, 1.0746747412486)) * 1 - 1 * MUG1) / 1"
"FLO1","((((1 - 1 * fAct(PHO2, 0.528470695670694, 1.20288147560088)) + (1 - 1 * fAct(SSN6_TUP1, 0.438756608171389, 1.13423447836889)) - (1 - 1 * fAct(PHO2, 0.528470695670694, 1.20288147560088)) * (1 - 1 * fAct(SSN6_TUP1, 0.438756608171389, 1.13423447836889)))) * 1 - 1 * FLO1) / 1"
"FLO10","(((1 - 1 * fAct(PHO2, 0.587990628415719, 1.19368382589426))) * 1 - 1 * FLO10) / 1"
"PHO11","(((1 * fAct(SNF2_SWI1, 0.565128026623279, 1.26924912040122) * (1 * fAct(PHO2, 0.524192911107093, 1.69419341027271) * 1 * fAct(PHO4, 0.431948619801551, 1.12655337763485)))) * 1 - 1 * PHO11) / 1"
"PHO12","(((1 * fAct(SNF2_SWI1, 0.557708880770951, 1.61264024213888) * (1 * fAct(PHO2, 0.421917395619676, 1.56987943398068) * 1 * fAct(PHO4, 0.485949830617756, 1.50924884758424)))) * 1 - 1 * PHO12) / 1"
"PHO8","(((1 * fAct(PHO2, 0.418620071839541, 1.11902365232585) * 1 * fAct(PHO4, 0.589099925663322, 1.32342404559487))) * 1 - 1 * PHO8) / 1"
"PHO81","(((1 * fAct(STE12, 0.557997544994578, 1.37098619161407) * (1 * fAct(PHO2, 0.466560287727043, 1.4771765575395) * 1 * fAct(PHO4, 0.473502524057403, 1.30792589381337)))) * 1 - 1 * PHO81) / 1"
"PHO84","(((1 * fAct(SNF2_SWI1, 0.513066566456109, 1.07539142119) * 1 * fAct(PHO4, 0.577125556115061, 1.09527488425374))) * 1 - 1 * PHO84) / 1"
"SPL2","((1 * fAct(PHO4, 0.56045812824741, 1.22455176534597)) * 1 - 1 * SPL2) / 1"
"URA1","((1 * fAct(PPR1, 0.44957791576162, 1.02839520960813)) * 1 - 1 * URA1) / 1"
"URA10","((1 * fAct(PPR1, 0.597603623662144, 1.25492059564218)) * 1 - 1 * URA10) / 1"
"URA3","((1 * fAct(PPR1, 0.480403572553769, 1.12209601325681)) * 1 - 1 * URA3) / 1"
"URA4","((1 * fAct(PPR1, 0.517950063897297, 1.09548428887967)) * 1 - 1 * URA4) / 1"
"ENO1","((((1 * fAct(RAP1, 0.447384752286598, 1.45175712593365) * 1 * fAct(GCR1_GCR2, 0.430549314338714, 1.61788274670718)) * (1 - 1 * fAct(REB1, 0.420149374101311, 1.19351958568674)))) * 1 - 1 * ENO1) / 1"
"ENO2","(((1 * fAct(RAP1, 0.498424827354029, 1.55935982610099) * 1 * fAct(GCR1_GCR2, 0.520006533851847, 1.6021578122885))) * 1 - 1 * ENO2) / 1"
"GPD1","((1 * fAct(RAP1, 0.563334685657173, 1.60524057968752)) * 1 - 1 * GPD1) / 1"
"RPL19A","(((1 - 1 * fAct(RAP1, 0.512931679841131, 1.38452615282498))) * 1 - 1 * RPL19A) / 1"
